Time (s),Voltage (mV),Lead
0.0,0.3848029383754977,Lead I
0.002000400080016003,0.06305570520686853,Lead I
0.004000800160032006,0.2012893816630209,Lead I
0.006001200240048009,-0.3061558300681522,Lead I
0.008001600320064013,0.15559562296799476,Lead I
0.010002000400080016,-0.15158866983559643,Lead I
0.012002400480096018,-0.08358770866036754,Lead I
0.014002800560112022,0.12671828767048257,Lead I
0.016003200640128026,0.02848652939115931,Lead I
0.01800360072014403,0.16237476286889757,Lead I
0.020004000800160033,0.3393969354410158,Lead I
0.022004400880176037,0.02047532196370172,Lead I
0.024004800960192037,0.3858394245497454,Lead I
0.02600520104020804,0.06224030801094105,Lead I
0.028005601120224044,0.3887864517283989,Lead I
0.030006001200240048,0.0753382313360883,Lead I
0.03200640128025605,0.41177331595856254,Lead I
0.03400680136027205,0.27167866958778075,Lead I
0.03600720144028806,0.4089811896210669,Lead I
0.03800760152030406,0.1691029419472247,Lead I
0.040008001600320066,0.2608482931204399,Lead I
0.042008401680336066,0.30227724889031315,Lead I
0.04400880176035207,0.39478637344090733,Lead I
0.04600920184036807,0.3670464304254604,Lead I
0.048009601920384073,0.28535824448909636,Lead I
0.05001000200040008,0.2513674446477838,Lead I
0.05201040208041608,0.34826344312422214,Lead I
0.05401080216043209,0.05617554090703025,Lead I
0.05601120224044809,0.10832187841599739,Lead I
0.058011602320464095,0.11418623654941035,Lead I
0.060012002400480095,0.35044751510666516,Lead I
0.0620124024804961,0.7079624500005841,Lead I
0.0640128025605121,0.7038959065715065,Lead I
0.06601320264052811,0.4253399258186602,Lead I
0.0680136027205441,0.26212919095746123,Lead I
0.07001400280056011,0.2728154202763591,Lead I
0.07201440288057612,0.5536279428465014,Lead I
0.07401480296059212,0.6345260946390043,Lead I
0.07601520304060812,0.42052787618601684,Lead I
0.07801560312062412,0.3684920518802942,Lead I
0.08001600320064013,0.6722260742083197,Lead I
0.08201640328065612,0.6794514317189286,Lead I
0.08401680336067213,0.8408080666329437,Lead I
0.08601720344068814,0.7694029808282007,Lead I
0.08801760352070415,0.6595214071387908,Lead I
0.09001800360072014,1.0085183796394939,Lead I
0.09201840368073615,0.5524384640990654,Lead I
0.09401880376075215,1.029160009432971,Lead I
0.09601920384076815,0.4647440346541407,Lead I
0.09801960392078415,0.9672371934568285,Lead I
0.10002000400080016,1.1113254992371648,Lead I
0.10202040408081617,0.6448139096031817,Lead I
0.10402080416083216,0.17601369969568836,Lead I
0.10602120424084817,0.6165768295120247,Lead I
0.10802160432086418,0.9939982621762304,Lead I
0.11002200440088018,1.0070251031024267,Lead I
0.11202240448089618,0.808992366977181,Lead I
0.11402280456091218,0.6796926027913646,Lead I
0.11602320464092819,0.8569884094443994,Lead I
0.11802360472094418,0.30617691554340465,Lead I
0.12002400480096019,0.964832225842375,Lead I
0.1220244048809762,1.0595607060578371,Lead I
0.1240248049609922,0.9938100693413139,Lead I
0.1260252050410082,0.5494360049151218,Lead I
0.1280256051210242,0.9495900685678264,Lead I
0.1300260052010402,0.9168322575167533,Lead I
0.13202640528105622,0.8594969058362615,Lead I
0.13402680536107223,1.079156633942047,Lead I
0.1360272054410882,0.8859275442222516,Lead I
0.1380276055211042,0.9301798185120975,Lead I
0.14002800560112022,0.820746810711303,Lead I
0.14202840568113623,0.8466558084093515,Lead I
0.14402880576115223,1.068007586291111,Lead I
0.14602920584116824,1.3242316337638553,Lead I
0.14802960592118425,1.0433850449542506,Lead I
0.15003000600120023,1.379122367217376,Lead I
0.15203040608121624,0.9284369046091114,Lead I
0.15403080616123224,1.1451810858772433,Lead I
0.15603120624124825,0.7878644859104186,Lead I
0.15803160632126426,0.9888900924760684,Lead I
0.16003200640128026,1.1019618362070704,Lead I
0.16203240648129627,0.799641873831283,Lead I
0.16403280656131225,1.1804340522380272,Lead I
0.16603320664132826,0.8125780617715247,Lead I
0.16803360672134426,1.162905011172978,Lead I
0.17003400680136027,1.0869048696830426,Lead I
0.17203440688137628,0.8077431577031029,Lead I
0.17403480696139229,1.152888580485085,Lead I
0.1760352070414083,1.2243663322483753,Lead I
0.17803560712142427,1.6285345147406203,Lead I
0.18003600720144028,0.9889590843562333,Lead I
0.1820364072814563,1.0650946835524382,Lead I
0.1840368073614723,1.2097633067810154,Lead I
0.1860372074414883,0.8854104313844677,Lead I
0.1880376075215043,0.8448091802864173,Lead I
0.19003800760152031,0.9452011943327054,Lead I
0.1920384076815363,1.0032188445245915,Lead I
0.1940388077615523,1.2002069732161915,Lead I
0.1960392078415683,0.982283927040879,Lead I
0.19803960792158432,1.3415891672597733,Lead I
0.20004000800160032,1.3531989387764702,Lead I
0.20204040808161633,1.3759837711189458,Lead I
0.20404080816163234,1.5222730887061338,Lead I
0.20604120824164834,0.9988173239340901,Lead I
0.20804160832166432,1.2079233652444878,Lead I
0.21004200840168033,1.103075590157,Lead I
0.21204240848169634,1.3727718418490427,Lead I
0.21404280856171234,0.7882916204955378,Lead I
0.21604320864172835,0.9791534899349178,Lead I
0.21804360872174436,1.2174627657885788,Lead I
0.22004400880176037,1.3445840178044584,Lead I
0.22204440888177635,1.2345581289928667,Lead I
0.22404480896179235,1.5861815897958111,Lead I
0.22604520904180836,1.2435558374751379,Lead I
0.22804560912182437,0.9262625374509725,Lead I
0.23004600920184037,1.5234083486986272,Lead I
0.23204640928185638,1.0126750880843685,Lead I
0.2340468093618724,1.4162519882593718,Lead I
0.23604720944188837,1.2382224047288366,Lead I
0.23804760952190437,1.281057545479133,Lead I
0.24004800960192038,0.9646556187943356,Lead I
0.2420484096819364,0.7064614000158294,Lead I
0.2440488097619524,1.0250676966538113,Lead I
0.2460492098419684,1.6242358943371669,Lead I
0.2480496099219844,1.4404543959893492,Lead I
0.2500500100020004,1.0927916319210973,Lead I
0.2520504100820164,1.2299070695322143,Lead I
0.2540508101620324,1.2851156629930105,Lead I
0.2560512102420484,1.2238496348053822,Lead I
0.2580516103220644,1.4131660426087942,Lead I
0.2600520104020804,1.268882082373391,Lead I
0.26205241048209643,1.140247093390852,Lead I
0.26405281056211244,0.9054557237722114,Lead I
0.26605321064212845,1.1597961571574826,Lead I
0.26805361072214445,1.4096483022068773,Lead I
0.27005401080216046,1.0769866974799132,Lead I
0.2720544108821764,1.1975284360491907,Lead I
0.2740548109621924,0.9342087938533001,Lead I
0.2760552110422084,1.1732811781523582,Lead I
0.27805561112222443,1.0493179362382057,Lead I
0.28005601120224044,0.9836114208537352,Lead I
0.28205641128225645,1.1666994613526018,Lead I
0.28405681136227245,0.880795991385499,Lead I
0.28605721144228846,1.1051160092068175,Lead I
0.28805761152230447,0.724599007005434,Lead I
0.2900580116023205,0.9250284712427989,Lead I
0.2920584116823365,1.1398413109402674,Lead I
0.2940588117623525,1.5440126457543126,Lead I
0.2960592118423685,0.8632669045480267,Lead I
0.2980596119223845,1.127544380181714,Lead I
0.30006001200240046,1.129721734442616,Lead I
0.30206041208241646,1.0196416478021528,Lead I
0.30406081216243247,0.9284706071172382,Lead I
0.3060612122424485,1.5212120973090668,Lead I
0.3080616123224645,0.7978521452956467,Lead I
0.3100620124024805,1.1966095017143987,Lead I
0.3120624124824965,0.9940159472163264,Lead I
0.3140628125625125,1.0956121986748786,Lead I
0.3160632126425285,0.7174594382338411,Lead I
0.3180636127225445,1.1820429191954922,Lead I
0.3200640128025605,1.3377361004110329,Lead I
0.32206441288257653,1.0468522429779903,Lead I
0.32406481296259254,0.9752086193352,Lead I
0.32606521304260855,1.3766954096312127,Lead I
0.3280656131226245,0.9753648991980503,Lead I
0.3300660132026405,0.5627574996562308,Lead I
0.3320664132826565,0.8943768624873726,Lead I
0.3340668133626725,1.3728005077743168,Lead I
0.33606721344268853,1.0838329312010284,Lead I
0.33806761352270454,1.2289700053683004,Lead I
0.34006801360272054,0.5544915165241053,Lead I
0.34206841368273655,1.2590161553088577,Lead I
0.34406881376275256,0.9738687946278719,Lead I
0.34606921384276856,0.9152435714909302,Lead I
0.34806961392278457,1.2655955731433821,Lead I
0.3500700140028006,1.0510437805463562,Lead I
0.3520704140828166,0.6689630260295221,Lead I
0.3540708141628326,1.172137823626687,Lead I
0.35607121424284854,1.0786762258664462,Lead I
0.35807161432286455,1.0234162746912947,Lead I
0.36007201440288056,1.0173007529400089,Lead I
0.36207241448289657,0.8697325013713488,Lead I
0.3640728145629126,0.6064764219257051,Lead I
0.3660732146429286,0.7124643330411539,Lead I
0.3680736147229446,0.8285284651437277,Lead I
0.3700740148029606,1.1861858763553068,Lead I
0.3720744148829766,0.9813834651872897,Lead I
0.3740748149629926,1.0715541829545017,Lead I
0.3760752150430086,0.5476769726196058,Lead I
0.3780756151230246,1.3115691100146014,Lead I
0.38007601520304063,1.0385739028683971,Lead I
0.38207641528305664,0.8763841677154096,Lead I
0.3840768153630726,0.9206760713754105,Lead I
0.3860772154430886,0.7790020377110753,Lead I
0.3880776155231046,0.842911317735071,Lead I
0.3900780156031206,0.8431450766436474,Lead I
0.3920784156831366,0.4928964689966131,Lead I
0.3940788157631526,0.564463430403864,Lead I
0.39607921584316863,1.0826067275713798,Lead I
0.39807961592318464,0.742405665566515,Lead I
0.40008001600320064,0.6848760635069272,Lead I
0.40208041608321665,0.9185885264800393,Lead I
0.40408081616323266,0.6562054164495957,Lead I
0.40608121624324867,0.8956289649195595,Lead I
0.4080816163232647,0.22258846214918976,Lead I
0.4100820164032807,0.6653051825029077,Lead I
0.4120824164832967,0.7668070442859005,Lead I
0.41408281656331264,0.31844053360655494,Lead I
0.41608321664332865,0.6605718219428707,Lead I
0.41808361672334465,0.52701768947378,Lead I
0.42008401680336066,0.6910086484030283,Lead I
0.42208441688337667,0.7189766684695277,Lead I
0.4240848169633927,0.36691307700778564,Lead I
0.4260852170434087,0.79017913998113,Lead I
0.4280856171234247,0.37011619543828417,Lead I
0.4300860172034407,0.2891538844453938,Lead I
0.4320864172834567,0.21312616537850138,Lead I
0.4340868173634727,0.3400792885870343,Lead I
0.4360872174434887,0.04045860595868128,Lead I
0.4380876175235047,0.6486709824953065,Lead I
0.44008801760352073,0.5722931068897853,Lead I
0.4420884176835367,0.10072984414992703,Lead I
0.4440888177635527,0.7623933169462719,Lead I
0.4460892178435687,0.41027000632682525,Lead I
0.4480896179235847,0.3287286161705248,Lead I
0.4500900180036007,0.042975325452353164,Lead I
0.4520904180836167,0.6837751045673337,Lead I
0.4540908181636327,0.3749863481196007,Lead I
0.45609121824364873,0.14458031176534678,Lead I
0.45809161832366474,0.15855491588729548,Lead I
0.46009201840368075,0.48627571186865637,Lead I
0.46209241848369675,0.6814671715156371,Lead I
0.46409281856371276,0.003235601250281217,Lead I
0.46609321864372877,0.20506156971293252,Lead I
0.4680936187237448,0.2356045111154584,Lead I
0.4700940188037607,0.1638436452013842,Lead I
0.47209441888377673,0.18537005679535762,Lead I
0.47409481896379274,-0.05463827518764294,Lead I
0.47609521904380875,0.0480658260796549,Lead I
0.47809561912382476,0.19067548267624881,Lead I
0.48009601920384076,0.16633328435789196,Lead I
0.48209641928385677,0.36944826389786556,Lead I
0.4840968193638728,0.04556181507545924,Lead I
0.4860972194438888,-0.165128457291012,Lead I
0.4880976195239048,0.18247011654727985,Lead I
0.4900980196039208,0.275905378793579,Lead I
0.4920984196839368,-0.11188950454531892,Lead I
0.4940988197639528,0.18503638761340097,Lead I
0.4960992198439688,0.28231586860554303,Lead I
0.49809961992398477,-0.07270025064207636,Lead I
0.5001000200040008,0.042231177137527165,Lead I
0.5021004200840168,-0.1653807455854603,Lead I
0.5041008201640328,0.23920283094087247,Lead I
0.5061012202440488,0.07516475710091217,Lead I
0.5081016203240648,-0.2939443338271831,Lead I
0.5101020204040808,-0.33087646398688336,Lead I
0.5121024204840968,0.11641516403828875,Lead I
0.5141028205641128,-0.013659100698230689,Lead I
0.5161032206441288,0.07377066470291738,Lead I
0.5181036207241448,-0.02402745178077953,Lead I
0.5201040208041608,-0.21394536017879168,Lead I
0.5221044208841769,-0.2225539829669569,Lead I
0.5241048209641929,-0.32797191972326417,Lead I
0.5261052210442089,-0.4228632075401864,Lead I
0.5281056211242249,-0.18584060487642767,Lead I
0.5301060212042409,-0.20411619148345797,Lead I
0.5321064212842569,0.01958806957358719,Lead I
0.5341068213642729,-0.4918202463035102,Lead I
0.5361072214442889,-0.04768740743649613,Lead I
0.5381076215243049,-0.1700382854475842,Lead I
0.5401080216043209,-0.38129242996988766,Lead I
0.5421084216843368,-0.2982493800868622,Lead I
0.5441088217643528,0.00048381626983401427,Lead I
0.5461092218443688,-0.45774478666892715,Lead I
0.5481096219243848,-0.5075883603093685,Lead I
0.5501100220044008,-0.2446972455803862,Lead I
0.5521104220844169,-0.37640172381984727,Lead I
0.5541108221644329,-0.36593295332126285,Lead I
0.5561112222444489,-0.2666366090035577,Lead I
0.5581116223244649,-0.7374030121325561,Lead I
0.5601120224044809,-0.37373109803801996,Lead I
0.5621124224844969,-0.25280351480924257,Lead I
0.5641128225645129,-0.3088223909186897,Lead I
0.5661132226445289,-0.58098354654757,Lead I
0.5681136227245449,-0.25241960855361123,Lead I
0.5701140228045609,-0.4822628211061938,Lead I
0.5721144228845769,-0.30474176097776284,Lead I
0.5741148229645929,-0.35830459838123424,Lead I
0.5761152230446089,-0.6376150830399121,Lead I
0.5781156231246249,-0.6146435285203365,Lead I
0.580116023204641,-0.981873311419093,Lead I
0.582116423284657,-0.4170645825745017,Lead I
0.584116823364673,-0.7322039357002159,Lead I
0.586117223444689,-0.41269161030063717,Lead I
0.588117623524705,-0.5744183359954613,Lead I
0.590118023604721,-0.4462810608288632,Lead I
0.592118423684737,-0.5542720729343295,Lead I
0.594118823764753,-0.6884859859201903,Lead I
0.596119223844769,-0.4896361523205811,Lead I
0.5981196239247849,-0.5042824153693323,Lead I
0.6001200240048009,-0.9657195058951147,Lead I
0.6021204240848169,-0.8584781414351219,Lead I
0.6041208241648329,-1.1477844640932893,Lead I
0.6061212242448489,-0.5793551724060928,Lead I
0.6081216243248649,-0.8524350841773641,Lead I
0.610122024404881,-0.8601543998015615,Lead I
0.612122424484897,-0.8017751333886929,Lead I
0.614122824564913,-0.6229623803225972,Lead I
0.616123224644929,-0.9006008325695198,Lead I
0.618123624724945,-0.7590238922218581,Lead I
0.620124024804961,-1.0222188833764676,Lead I
0.622124424884977,-0.9966976231809684,Lead I
0.624124824964993,-0.7854465075106981,Lead I
0.626125225045009,-0.9768991761843204,Lead I
0.628125625125025,-0.7707271517875962,Lead I
0.630126025205041,-1.057047878077923,Lead I
