Time (s),Voltage (mV),Lead
0.0,-0.06032642408359763,Lead II
0.002000400080016003,-0.03966103701130902,Lead II
0.004000800160032006,0.04933671775234524,Lead II
0.006001200240048009,0.03249352708835717,Lead II
0.008001600320064013,0.0861565365842154,Lead II
0.010002000400080016,0.04434146591572886,Lead II
0.012002400480096018,0.10327074381528709,Lead II
0.014002800560112022,0.09617910542250599,Lead II
0.016003200640128026,0.11387682997478292,Lead II
0.01800360072014403,0.20215409564665096,Lead II
0.020004000800160033,0.19083960404968708,Lead II
0.022004400880176037,0.14685546082601364,Lead II
0.024004800960192037,0.1626948887843492,Lead II
0.02600520104020804,0.19197968274682647,Lead II
0.028005601120224044,0.20594665004056595,Lead II
0.030006001200240048,0.18174116115671346,Lead II
0.03200640128025605,0.24629935977696665,Lead II
0.03400680136027205,0.2803189526229968,Lead II
0.03600720144028806,0.2546204099457418,Lead II
0.03800760152030406,0.29133136512855956,Lead II
0.040008001600320066,0.30307715349155306,Lead II
0.042008401680336066,0.36890986657584274,Lead II
0.04400880176035207,0.23372734516135443,Lead II
0.04600920184036807,0.38656992028656134,Lead II
0.048009601920384073,0.3637911581535147,Lead II
0.05001000200040008,0.4139703540753509,Lead II
0.05201040208041608,0.47803218289987104,Lead II
0.05401080216043209,0.44477899640519114,Lead II
0.05601120224044809,0.4798203939957918,Lead II
0.058011602320464095,0.45376978444838323,Lead II
0.060012002400480095,0.48879913414423826,Lead II
0.0620124024804961,0.5007796655604737,Lead II
0.0640128025605121,0.4845706634034008,Lead II
0.06601320264052811,0.5765674975918844,Lead II
0.0680136027205441,0.5811869688067938,Lead II
0.07001400280056011,0.6064796669740563,Lead II
0.07201440288057612,0.6481675345262199,Lead II
0.07401480296059212,0.5786338030223755,Lead II
0.07601520304060812,0.7432722454161836,Lead II
0.07801560312062412,0.7873744693042696,Lead II
0.08001600320064013,0.6644863236086428,Lead II
0.08201640328065612,0.7294403898891137,Lead II
0.08401680336067213,0.7957162841448265,Lead II
0.08601720344068814,0.677264197020157,Lead II
0.08801760352070415,0.8518114839805269,Lead II
0.09001800360072014,0.831875876567252,Lead II
0.09201840368073615,0.8420024328506989,Lead II
0.09401880376075215,0.8985429486887003,Lead II
0.09601920384076815,0.8593732169620907,Lead II
0.09801960392078415,0.8829183423531667,Lead II
0.10002000400080016,1.0073470953700001,Lead II
0.10202040408081617,0.9262712269198154,Lead II
0.10402080416083216,0.9213227013898576,Lead II
0.10602120424084817,0.8876722768812173,Lead II
0.10802160432086418,0.9605023600633518,Lead II
0.11002200440088018,0.8800116275389653,Lead II
0.11202240448089618,0.927529087869559,Lead II
0.11402280456091218,0.9285761572156181,Lead II
0.11602320464092819,1.0027180567427216,Lead II
0.11802360472094418,0.9514069513358485,Lead II
0.12002400480096019,0.9696283121025726,Lead II
0.1220244048809762,0.9218096043094501,Lead II
0.1240248049609922,0.9739398504295861,Lead II
0.1260252050410082,0.9542524960253792,Lead II
0.1280256051210242,1.0046593057727877,Lead II
0.1300260052010402,0.9571320042380107,Lead II
0.13202640528105622,0.9853390829874931,Lead II
0.13402680536107223,0.9072134696372808,Lead II
0.1360272054410882,0.8944639764111638,Lead II
0.1380276055211042,0.9432966838423242,Lead II
0.14002800560112022,0.9737988159125113,Lead II
0.14202840568113623,0.9432585724664044,Lead II
0.14402880576115223,0.9376315654060714,Lead II
0.14602920584116824,0.9763665578180081,Lead II
0.14802960592118425,0.9189353228250154,Lead II
0.15003000600120023,0.9079381432738577,Lead II
0.15203040608121624,0.9513098508092717,Lead II
0.15403080616123224,0.939103994566696,Lead II
0.15603120624124825,1.0114072277334214,Lead II
0.15803160632126426,0.8016729936704408,Lead II
0.16003200640128026,0.8490587143674266,Lead II
0.16203240648129627,0.8475340956864257,Lead II
0.16403280656131225,0.848830102816857,Lead II
0.16603320664132826,0.9097857792088878,Lead II
0.16803360672134426,0.9206226862344237,Lead II
0.17003400680136027,0.8822427954991527,Lead II
0.17203440688137628,0.8424450653106849,Lead II
0.17403480696139229,0.749607372672096,Lead II
0.1760352070414083,0.7225292658215643,Lead II
0.17803560712142427,0.7064395357977274,Lead II
0.18003600720144028,0.6463576500539393,Lead II
0.1820364072814563,0.6662391877969907,Lead II
0.1840368073614723,0.5054973884330272,Lead II
0.1860372074414883,0.4329273489485845,Lead II
0.1880376075215043,0.31908039811822764,Lead II
0.19003800760152031,0.42278305385023085,Lead II
0.1920384076815363,0.2932606555829627,Lead II
0.1940388077615523,0.2593397486817443,Lead II
0.1960392078415683,0.2031544086802189,Lead II
0.19803960792158432,0.3606453287236289,Lead II
0.20004000800160032,0.42532606811315476,Lead II
0.20204040808161633,0.5149179139772759,Lead II
0.20404080816163234,0.641156530713963,Lead II
0.20604120824164834,0.8304779844885001,Lead II
0.20804160832166432,1.000749023114395,Lead II
0.21004200840168033,1.2303863069988084,Lead II
0.21204240848169634,1.484162432526077,Lead II
0.21404280856171234,1.7473812460746143,Lead II
0.21604320864172835,1.9206021318070128,Lead II
0.21804360872174436,1.965275452210863,Lead II
0.22004400880176037,2.090686251318907,Lead II
0.22204440888177635,2.079042613865565,Lead II
0.22404480896179235,2.166905638798687,Lead II
0.22604520904180836,1.9454001571458714,Lead II
0.22804560912182437,1.7092706539967828,Lead II
0.23004600920184037,1.5601888035697353,Lead II
0.23204640928185638,1.3845140869360244,Lead II
0.2340468093618724,1.2018388744172488,Lead II
0.23604720944188837,1.0239380503244049,Lead II
0.23804760952190437,0.8021688315938662,Lead II
0.24004800960192038,0.7620548772481764,Lead II
0.2420484096819364,0.5902323507756511,Lead II
0.2440488097619524,0.5370547103063841,Lead II
0.2460492098419684,0.36412384798769526,Lead II
0.2480496099219844,0.45609324374849264,Lead II
0.2500500100020004,0.3466027326862446,Lead II
0.2520504100820164,0.3697296874494418,Lead II
0.2540508101620324,0.3643408957769381,Lead II
0.2560512102420484,0.29966399080085476,Lead II
0.2580516103220644,0.33578775676015427,Lead II
