Time (s),Voltage (mV),Lead
0.0,-0.04478311956116997,Lead I
0.002000400080016003,0.05336259397494734,Lead I
0.004000800160032006,0.06147316679965861,Lead I
0.006001200240048009,0.045359360722840476,Lead I
0.008001600320064013,0.05846701268725391,Lead I
0.010002000400080016,0.06242431376351086,Lead I
0.012002400480096018,0.01615629602770341,Lead I
0.014002800560112022,0.05946321344531538,Lead I
0.016003200640128026,0.13384096372985976,Lead I
0.01800360072014403,0.035034287122432936,Lead I
0.020004000800160033,0.051619580852346914,Lead I
0.022004400880176037,0.11711293788326135,Lead I
0.024004800960192037,0.20604038073737882,Lead I
0.02600520104020804,0.17517622734234678,Lead I
0.028005601120224044,0.1847101518850208,Lead I
0.030006001200240048,0.2038917551823976,Lead I
0.03200640128025605,0.2255178496635491,Lead I
0.03400680136027205,0.24442127374186756,Lead I
0.03600720144028806,0.1908297228077659,Lead I
0.03800760152030406,0.1677706705371001,Lead I
0.040008001600320066,0.3137529416261948,Lead I
0.042008401680336066,0.24872236914258594,Lead I
0.04400880176035207,0.2637782763067434,Lead I
0.04600920184036807,0.3079407107611528,Lead I
0.048009601920384073,0.3343253760119686,Lead I
0.05001000200040008,0.34976213651904164,Lead I
0.05201040208041608,0.41994854324985414,Lead I
0.05401080216043209,0.3956839594441439,Lead I
0.05601120224044809,0.3704753331678272,Lead I
0.058011602320464095,0.4174095485103771,Lead I
0.060012002400480095,0.33630955411977187,Lead I
0.0620124024804961,0.4409456711064722,Lead I
0.0640128025605121,0.4743498030901991,Lead I
0.06601320264052811,0.506385473573713,Lead I
0.0680136027205441,0.42821719176550876,Lead I
0.07001400280056011,0.5460731427864912,Lead I
0.07201440288057612,0.6024967552004041,Lead I
0.07401480296059212,0.5397265023067046,Lead I
0.07601520304060812,0.5854835499181319,Lead I
0.07801560312062412,0.6326300081529235,Lead I
0.08001600320064013,0.5811240325851974,Lead I
0.08201640328065612,0.6328054098834905,Lead I
0.08401680336067213,0.7362921046725001,Lead I
0.08601720344068814,0.6946304299368994,Lead I
0.08801760352070415,0.7411481305003156,Lead I
0.09001800360072014,0.622985530877914,Lead I
0.09201840368073615,0.7323245906500273,Lead I
0.09401880376075215,0.7760757302184718,Lead I
0.09601920384076815,0.7603076151377672,Lead I
0.09801960392078415,0.7169603976910723,Lead I
0.10002000400080016,0.8358881852874468,Lead I
0.10202040408081617,0.7099496727092366,Lead I
0.10402080416083216,0.7471244511520215,Lead I
0.10602120424084817,0.7254161685342346,Lead I
0.10802160432086418,0.7429735931687684,Lead I
0.11002200440088018,0.8740118288677363,Lead I
0.11202240448089618,0.8441466776061032,Lead I
0.11402280456091218,0.7928896274650605,Lead I
0.11602320464092819,0.9304638585578446,Lead I
0.11802360472094418,0.8186038889534288,Lead I
0.12002400480096019,0.8307127763280391,Lead I
0.1220244048809762,0.7213885491615166,Lead I
0.1240248049609922,0.8693337589484219,Lead I
0.1260252050410082,0.8470581959422837,Lead I
0.1280256051210242,0.7773562401201968,Lead I
0.1300260052010402,0.8411337533837433,Lead I
0.13202640528105622,0.8273584292979473,Lead I
0.13402680536107223,0.8201793525820724,Lead I
0.1360272054410882,0.8198432505686611,Lead I
0.1380276055211042,0.8965235566843172,Lead I
0.14002800560112022,0.7643100513563363,Lead I
0.14202840568113623,0.8342368208560803,Lead I
0.14402880576115223,0.7520916566866637,Lead I
0.14602920584116824,0.8039893267707965,Lead I
0.14802960592118425,0.8501387950713637,Lead I
0.15003000600120023,0.8558127828670634,Lead I
0.15203040608121624,0.7831097769211819,Lead I
0.15403080616123224,0.7461007138528707,Lead I
0.15603120624124825,0.7557903764549451,Lead I
0.15803160632126426,0.8500653136500497,Lead I
0.16003200640128026,0.8142685776374778,Lead I
0.16203240648129627,0.8350758995880977,Lead I
0.16403280656131225,0.8681481038025957,Lead I
0.16603320664132826,0.6961825130849113,Lead I
0.16803360672134426,0.8329923870707053,Lead I
0.17003400680136027,0.7104977020195237,Lead I
0.17203440688137628,0.6616036010567345,Lead I
0.17403480696139229,0.7693158898304377,Lead I
0.1760352070414083,0.6336497848405458,Lead I
0.17803560712142427,0.6022537817889623,Lead I
0.18003600720144028,0.534987339525065,Lead I
0.1820364072814563,0.44387317098150864,Lead I
0.1840368073614723,0.43638054549771904,Lead I
0.1860372074414883,0.3661347380942841,Lead I
0.1880376075215043,0.4090399545779471,Lead I
0.19003800760152031,0.17802905536226082,Lead I
0.1920384076815363,0.3168464752231567,Lead I
0.1940388077615523,0.21911725378276017,Lead I
0.1960392078415683,0.28839569259971254,Lead I
0.19803960792158432,0.3290044979409185,Lead I
0.20004000800160032,0.32329813301700094,Lead I
0.20204040808161633,0.5246857092947517,Lead I
0.20404080816163234,0.5608027106177277,Lead I
0.20604120824164834,0.7807331019801228,Lead I
0.20804160832166432,0.9831781723782652,Lead I
0.21004200840168033,1.1560326208057832,Lead I
0.21204240848169634,1.4509346186703183,Lead I
0.21404280856171234,1.6656087519345604,Lead I
0.21604320864172835,1.8645063879029171,Lead I
0.21804360872174436,1.9897627596018939,Lead I
0.22004400880176037,2.12032696164142,Lead I
0.22204440888177635,2.1569436849425943,Lead I
0.22404480896179235,2.0042640065342985,Lead I
0.22604520904180836,1.96191461174957,Lead I
0.22804560912182437,1.8187667532555762,Lead I
0.23004600920184037,1.7018872770626785,Lead I
0.23204640928185638,1.3977076799946506,Lead I
0.2340468093618724,1.2496710010837722,Lead I
0.23604720944188837,1.1030592984787013,Lead I
0.23804760952190437,0.9540557903747648,Lead I
0.24004800960192038,0.7016624514268067,Lead I
0.2420484096819364,0.6357063127846683,Lead I
0.2440488097619524,0.3879292674353783,Lead I
0.2460492098419684,0.5279315341529008,Lead I
0.2480496099219844,0.41828147329874255,Lead I
0.2500500100020004,0.4497355211900205,Lead I
0.2520504100820164,0.43438532449941336,Lead I
0.2540508101620324,0.4291453195664511,Lead I
0.2560512102420484,0.5418399196557583,Lead I
0.2580516103220644,0.5642423519526277,Lead I
0.2600520104020804,0.5919704425025754,Lead I
0.26205241048209643,0.5996642204566346,Lead I
0.26405281056211244,0.6223841009348908,Lead I
0.26605321064212845,0.8270691850619384,Lead I
0.26805361072214445,0.7731911441892186,Lead I
0.27005401080216046,0.7997247817897416,Lead I
0.2720544108821764,0.8747903419573478,Lead I
0.2740548109621924,0.8300182340033958,Lead I
0.2760552110422084,1.0149806461181556,Lead I
0.27805561112222443,1.0719896768438324,Lead I
0.28005601120224044,0.9264238125032004,Lead I
0.28205641128225645,0.9315410709818666,Lead I
0.28405681136227245,1.0409449566581312,Lead I
0.28605721144228846,1.0370238184941285,Lead I
0.28805761152230447,1.0389140101541108,Lead I
0.2900580116023205,1.125061492458463,Lead I
0.2920584116823365,1.1607521233602915,Lead I
0.2940588117623525,1.0109293948059372,Lead I
0.2960592118423685,1.0756010877708264,Lead I
0.2980596119223845,0.9943203519220256,Lead I
0.30006001200240046,1.107465398727576,Lead I
0.30206041208241646,1.046452305102143,Lead I
0.30406081216243247,1.0338869331450145,Lead I
0.3060612122424485,1.063458750840778,Lead I
0.3080616123224645,1.1546861187105677,Lead I
0.3100620124024805,1.126174926179403,Lead I
0.3120624124824965,1.2190062014409082,Lead I
0.3140628125625125,1.1102238485276301,Lead I
0.3160632126425285,1.1839372948598308,Lead I
0.3180636127225445,1.0486104743381335,Lead I
0.3200640128025605,1.172888648350171,Lead I
0.32206441288257653,1.1755364428504558,Lead I
0.32406481296259254,1.229222383589832,Lead I
0.32606521304260855,1.1368399897745713,Lead I
0.3280656131226245,1.2179265040407103,Lead I
0.3300660132026405,1.2403834257014812,Lead I
0.3320664132826565,1.0935603587729048,Lead I
0.3340668133626725,1.2278773191699548,Lead I
0.33606721344268853,1.2192604544173962,Lead I
0.33806761352270454,1.2353825334213913,Lead I
0.34006801360272054,1.1948826388429181,Lead I
0.34206841368273655,1.1665303881230646,Lead I
0.34406881376275256,1.1278382748855302,Lead I
0.34606921384276856,1.2966984114279825,Lead I
0.34806961392278457,1.2487745776355683,Lead I
0.3500700140028006,1.285507986965817,Lead I
0.3520704140828166,1.184204925992571,Lead I
0.3540708141628326,1.2370932738762437,Lead I
0.35607121424284854,1.1602326867667319,Lead I
0.35807161432286455,1.1774095457754679,Lead I
0.36007201440288056,1.1665148750541092,Lead I
0.36207241448289657,1.14880688879871,Lead I
0.3640728145629126,1.0992895257417719,Lead I
0.3660732146429286,1.2186629155710094,Lead I
0.3680736147229446,1.0598463076867983,Lead I
0.3700740148029606,1.0814232706956621,Lead I
0.3720744148829766,1.0128614739568578,Lead I
0.3740748149629926,0.9367604771889134,Lead I
0.3760752150430086,0.8792093722476292,Lead I
0.3780756151230246,0.8995735122098586,Lead I
0.38007601520304063,0.9167447096561706,Lead I
0.38207641528305664,0.9477840854394844,Lead I
0.3840768153630726,0.8730216068686536,Lead I
0.3860772154430886,0.8072873788100583,Lead I
0.3880776155231046,0.8812051585964054,Lead I
0.3900780156031206,0.7863750747975257,Lead I
0.3920784156831366,0.805072171064825,Lead I
0.3940788157631526,0.7794088257683348,Lead I
0.39607921584316863,0.7189586144304195,Lead I
0.39807961592318464,0.6944985575231287,Lead I
0.40008001600320064,0.6537026906338242,Lead I
0.40208041608321665,0.6652722340052589,Lead I
0.40408081616323266,0.6182664498482523,Lead I
0.40608121624324867,0.712906835839145,Lead I
0.4080816163232647,0.6578147546892108,Lead I
0.4100820164032807,0.6055481954032406,Lead I
0.4120824164832967,0.5036890690876388,Lead I
0.41408281656331264,0.5880330789936292,Lead I
0.41608321664332865,0.5404153665932174,Lead I
0.41808361672334465,0.40873292793064553,Lead I
0.42008401680336066,0.4804140329196796,Lead I
0.42208441688337667,0.47474071560247577,Lead I
0.4240848169633927,0.5423605492908335,Lead I
0.4260852170434087,0.39591661330597216,Lead I
0.4280856171234247,0.32548200809770855,Lead I
0.4300860172034407,0.4109584542409115,Lead I
0.4320864172834567,0.47960894110555025,Lead I
0.4340868173634727,0.4299460801227523,Lead I
0.4360872174434887,0.468664739399957,Lead I
0.4380876175235047,0.39360712590441416,Lead I
0.44008801760352073,0.4693406215675161,Lead I
0.4420884176835367,0.32343050991773525,Lead I
0.4440888177635527,0.3384095362102947,Lead I
0.4460892178435687,0.32695611578104683,Lead I
0.4480896179235847,0.2692867045937499,Lead I
0.4500900180036007,0.37550648315395385,Lead I
0.4520904180836167,0.3798114277731428,Lead I
0.4540908181636327,0.2813153996110965,Lead I
0.45609121824364873,0.27475621584983634,Lead I
0.45809161832366474,0.26379835274729707,Lead I
0.46009201840368075,0.2044384713209132,Lead I
0.46209241848369675,0.3113241016515649,Lead I
0.46409281856371276,0.25481231451204545,Lead I
0.46609321864372877,0.2516121081989462,Lead I
0.4680936187237448,0.14898826480893942,Lead I
0.4700940188037607,0.2360999387628572,Lead I
0.47209441888377673,0.16888694187768916,Lead I
