Key;Value
Patient;1231240225
Date;2025.04.01 10:49
DataStreams;Stream
StreamName;Lead I
StreamPeriod;0.002000400080016003
StreamData0001;0.3848029383754977
StreamData0002;0.06305570520686853
StreamData0003;0.2012893816630209
StreamData0004;-0.3061558300681522
StreamData0005;0.15559562296799476
StreamData0006;-0.15158866983559643
StreamData0007;-0.08358770866036754
StreamData0008;0.12671828767048257
StreamData0009;0.02848652939115931
StreamData0010;0.16237476286889757
StreamData0011;0.3393969354410158
StreamData0012;0.02047532196370172
StreamData0013;0.3858394245497454
StreamData0014;0.06224030801094105
StreamData0015;0.3887864517283989
StreamData0016;0.0753382313360883
StreamData0017;0.41177331595856254
StreamData0018;0.27167866958778075
StreamData0019;0.4089811896210669
StreamData0020;0.1691029419472247
StreamData0021;0.2608482931204399
StreamData0022;0.30227724889031315
StreamData0023;0.39478637344090733
StreamData0024;0.3670464304254604
StreamData0025;0.28535824448909636
StreamData0026;0.2513674446477838
StreamData0027;0.34826344312422214
StreamData0028;0.05617554090703025
StreamData0029;0.10832187841599739
StreamData0030;0.11418623654941035
StreamData0031;0.35044751510666516
StreamData0032;0.7079624500005841
StreamData0033;0.7038959065715065
StreamData0034;0.4253399258186602
StreamData0035;0.26212919095746123
StreamData0036;0.2728154202763591
StreamData0037;0.5536279428465014
StreamData0038;0.6345260946390043
StreamData0039;0.42052787618601684
StreamData0040;0.3684920518802942
StreamData0041;0.6722260742083197
StreamData0042;0.6794514317189286
StreamData0043;0.8408080666329437
StreamData0044;0.7694029808282007
StreamData0045;0.6595214071387908
StreamData0046;1.0085183796394939
StreamData0047;0.5524384640990654
StreamData0048;1.029160009432971
StreamData0049;0.4647440346541407
StreamData0050;0.9672371934568285
StreamData0051;1.1113254992371648
StreamData0052;0.6448139096031817
StreamData0053;0.17601369969568836
StreamData0054;0.6165768295120247
StreamData0055;0.9939982621762304
StreamData0056;1.0070251031024267
StreamData0057;0.808992366977181
StreamData0058;0.6796926027913646
StreamData0059;0.8569884094443994
StreamData0060;0.30617691554340465
StreamData0061;0.964832225842375
StreamData0062;1.0595607060578371
StreamData0063;0.9938100693413139
StreamData0064;0.5494360049151218
StreamData0065;0.9495900685678264
StreamData0066;0.9168322575167533
StreamData0067;0.8594969058362615
StreamData0068;1.079156633942047
StreamData0069;0.8859275442222516
StreamData0070;0.9301798185120975
StreamData0071;0.820746810711303
StreamData0072;0.8466558084093515
StreamData0073;1.068007586291111
StreamData0074;1.3242316337638553
StreamData0075;1.0433850449542506
StreamData0076;1.379122367217376
StreamData0077;0.9284369046091114
StreamData0078;1.1451810858772433
StreamData0079;0.7878644859104186
StreamData0080;0.9888900924760684
StreamData0081;1.1019618362070704
StreamData0082;0.799641873831283
StreamData0083;1.1804340522380272
StreamData0084;0.8125780617715247
StreamData0085;1.162905011172978
StreamData0086;1.0869048696830426
StreamData0087;0.8077431577031029
StreamData0088;1.152888580485085
StreamData0089;1.2243663322483753
