X;Y;Value
1,002201296;0,324959151;0,869736421
0,429961873;0,20741364;1,318931872
-0,786700102;1,685542342;2,939365003
1,95954529;1,097738184;1,052482513
0,845931812;2,652122237;2,544803806
-1,465181574;0,709160345;1,495853752
-0,288846668;2,584835793;2,04492449
-0,489361743;0,527765458;0,107001317
-0,670775695;2,29328692;2,829594382
-0,460559055;0,888915769;2,962578306
-0,427646516;1,96995096;0,373269607
-0,037903175;0,139685197;0,405329635
0,241672467;0,672923039;2,654807475
-0,8358243;2,379994768;1,436577892
0,121871863;1,958483272;2,993844024
-0,509711142;0,481657124;1,387733205
-2,292042413;1,278024348;0,253605631
-1,530509667;0,722500209;1,715699133
0,761988519;1,527922114;2,332686551
-0,734105919;2,747585999;1,670802379
-2,306323909;2,033634309;0,759278821
-0,356197119;0,675749431;2,539317566
-1,513184974;0,691449621;2,073267162
0,27445346;2,709541403;1,296398997
-0,133819556;0,861675366;1,248215142
-0,825148908;1,393933717;2,243563718
1,272834772;0,17244859;2,968108186
-0,058878912;1,88994224;0,518391384
-1,463894235;0,130800161;0,505215281
0,883437862;0,453276844;2,386315688
0,472583805;1,693388367;0,234048568
1,565067945;2,635913704;0,065333659
-1,097211998;2,061026385;2,459182868
0,658684414;1,690734351;2,922676217
0,94004007;0,504400624;0,532131593
-0,837103196;1,08110707;1,318555616
1,148137825;0,005336993;0,896228479
-3,321293737;1,224176141;1,905671754
-0,0109468;1,651522117;0,378836474
-0,852876018;0,46271136;0,890100652
0,580391154;1,312970972;0,355306038
-0,26873006;0,176374665;0,156815873
-0,451490893;0,835647016;1,867230808
0,806803073;1,301211173;0,538789166
0,119310404;1,587369942;1,501102916
-0,551746436;1,881348612;2,80675417
2,264889962;0,540407463;1,904600755
1,566068232;0,724566618;0,793275002
1,043702095;1,553643761;2,696768013
-0,393271285;2,072269935;0,513162867
-1,403273335;0,467919435;2,011065106
-1,242667879;2,003104513;1,525960876
-0,038373834;1,925849674;0,125142403
-0,830947053;1,576603423;0,106250308
0,296678256;0,175719167;0,538965282
-0,756566901;0,123292205;0,661223203
1,507645076;2,797227143;2,851128981
1,35199807;2,717878742;2,192509007
-0,192573534;2,948285334;0,88152208
-1,754784601;1,639668187;0,741428956
1,107320589;2,449844559;2,539235233
-0,806119041;1,52632984;0,340144273
1,292562784;0,139288682;0,56920715
0,106550413;0,109228464;1,831304287
-0,853632778;0,473812695;1,748818145
-0,220823097;0,850639766;1,807776158
0,767604683;1,327984896;2,506748154
-0,570455742;1,871669527;2,328276202
0,39605618;0,988610948;1,646380527
0,705153693;1,008008197;0,986923233
-1,272184069;0,114315164;1,976811474
-0,801841974;1,407232215;0,022832104
-1,294511067;1,747709488;0,978559976
2,381888867;1,167638484;0,445733559
1,348631353;2,24795972;2,634747272
0,967875137;1,535488718;1,598041652
-0,058749798;1,416344538;1,270840544
-0,098949056;1,352363031;1,59183808
-0,869478462;1,845987909;1,42886121
1,575732807;2,624770324;2,244625984
0,306192781;2,300287455;0,210232274
1,145992577;2,837146367;2,595752004
-0,133533327;0,923605991;0,6165032
0,349758786;1,265503749;1,130355719
1,355315548;1,345750579;1,674832065
1,764466844;0,038459987;0,433909768
-2,167910784;1,47526489;2,192338762
-1,050042749;0,006649362;1,117692027
-0,836778526;1,612631139;0,081910144
-0,422926789;2,197947939;2,337326861
-0,952216737;1,118218736;1,53962269
1,282957175;2,661337216;1,644706891
0,258002475;1,054043065;2,435690391
-1,295736393;0,359640945;1,725650723
-1,386775139;2,999757696;0,71504032
0,207780107;2,823077227;1,948834292
0,565595337;2,071190571;2,767992982
2,402242617;0,600833518;1,57278493
0,944769504;1,863528334;1,012412362
1,881597923;1,625138841;2,016770213
0,86420626;1,120921649;0,266096797
0,002516172;0,874208679;0,182917659
-0,246072886;0,22135607;1,146748932
-0,91165931;0,566333337;0,391769867
-1,374836655;0,791270635;2,440293149
1,456835529;1,853479569;2,812149793
-0,093507678;1,112649054;0,440287614
-0,988616369;2,09899297;2,334837442
0,361265341;0,231187757;0,362890055
-0,611302757;1,484087386;0,27290398
0,145030936;2,954923832;2,813384484
-1,538065159;1,478880143;1,430724934
-0,677881751;0,743153569;2,308739133
0,193674381;0,359437745;2,910032272
-0,213173563;1,033636638;0,17946596
-0,620178864;0,707755022;2,530919565
-0,253371073;0,979221655;2,682405791
-0,657466201;2,191866277;2,374426857
0,833664861;2,654636856;0,426829528
-0,247785179;2,556027711;2,912929247
1,622310544;0,154590312;1,544561241
0,245815933;1,700387219;0,749147264
0,403783524;2,855620947;1,776186052
0,083917075;1,487725575;2,642448101
-0,042539809;2,430018682;2,755421318
2,926449865;1,933455985;0,180837222
0,516426136;1,710982739;2,175885395
-0,346838957;0,379157795;2,532753956
-2,128097957;2,368278413;2,310897328
1,080036446;2,273617777;2,35439693
0,296801429;2,315525496;1,611825125
0,526508331;1,802548424;2,756190409
-0,756470005;2,64649844;0,304187016
-0,365807709;1,787240688;0,985434231
-0,823034972;0,494136692;2,918411918
0,627181074;2,37218167;0,880839965
-2,011547916;2,82592602;0,907531087
0,78607068;1,17718428;2,421451187
