X;Y;Value
-1,862991669;0,811639886;0,665801989
-0,643377626;-0,505285674;-1,667548421
0,026345796;0,289596149;0,594384996
2,445860118;-0,004315891;0,029930158
-1,04690777;1,713315719;0,384250968
0,691158855;1,534401483;-0,801827682
-0,372049058;-1,745846753;1,271442783
-0,916352182;2,174375092;0,203966681
0,969302052;-0,674932425;0,024861198
-0,054410409;-0,449097446;0,050604206
-0,851106142;0,087101875;-0,472092411
0,526785613;0,386293025;0,008080032
-0,488612983;-1,857611662;-0,981618395
-0,618009343;0,989152982;1,382135916
0,495776788;-1,287785453;0,068506882
1,714123161;-1,598866917;-0,112487771
-1,790847353;0,563099301;-1,012286015
-1,598065242;0,880179233;-0,698158951
0,806559779;-1,20822706;1,869476721
0,010398597;1,243774;1,571818632
0,705467093;-0,477503338;0,255211056
-0,530662187;-1,684683801;0,51502428
0,368541077;0,720839106;-0,444356378
-0,692521183;-0,152457444;0,711227466
-0,439049994;1,611312579;0,798607544
-0,801397073;-1,89225756;0,181895966
-2,058330038;-1,447171143;-0,710009892
-0,360985368;-0,241439962;-0,537872062
-1,254608453;-0,998232942;0,831676253
0,829242381;0,817624407;0,933988025
0,07287794;0,380870774;1,106048116
-0,960178777;0,059046255;-0,524131608
-0,631837398;0,397347193;0,934792675
-1,376433335;0,859413996;1,215288224
-0,39276148;1,647011623;-0,07817302
0,31961503;-0,169839185;2,507808091
1,204021796;0,546114064;1,770205512
1,685743326;-1,357295472;-1,854813885
0,36752939;0,419221698;1,170010939
0,503292289;0,365890755;2,056453221
0,155094794;-0,723221176;0,229364925
0,809236167;3,03047972;0,122472768
-1,86405955;1,817886293;-1,048944634
0,351971552;0,271029057;0,57555629
0,431129369;0,700971307;-0,134275312
1,285168438;0,118162346;-0,219057547
-0,092256016;0,425728523;-0,068159402
0,954195446;-1,493183767;0,510776212
0,370206773;-0,649121611;-1,342847433
-0,793676614;0,961742921;0,526055428
0,972660001;2,290223715;-2,017225076
-0,150104753;-0,082392663;-1,129304983
-1,013553512;0,347328157;-1,155008603
0,880198716;-0,896345615;-0,342730934
1,333471763;0,938829517;1,072147377
-2,182651654;0,16584711;-0,669681474
-0,694367176;-0,542444796;-1,775392858
-0,098788653;-0,77784715;1,807953883
0,635666078;-0,738159593;1,409515892
-1,37019479;-1,017932294;0,995522521
-1,171429609;-0,663024862;1,118319598
0,408628993;1,588894409;1,249118284
-0,040748796;0,445280972;-0,831250971
-0,464843269;1,819619384;-0,573621756
-0,062850157;0,654056799;0,999024606
0,495584823;-1,8476076;0,576753272
-0,918508427;0,225319986;0,086098169
-0,822121602;-1,529274747;-1,160829073
-0,289246081;-1,800771838;-0,172922579
0,486253141;-0,412537739;0,889727409
-0,244197127;-0,835542909;-0,702463079
-0,392580307;1,099104032;-0,455765938
1,33584232;-0,767139469;0,144512409
-0,939692922;-0,722081611;0,486868824
0,348091892;-0,661017702;-0,414795008
1,34480472;0,393961808;0,238368107
-1,595023019;-0,982235568;-0,042671835
-0,661444098;-0,143554297;-1,202523982
0,293967659;1,045774385;1,07822351
0,716091119;-0,44609697;0,913919114
-2,097240532;-1,780362196;-0,640809536
0,005048573;0,841572031;0,158447799
-1,18726303;0,363065862;-0,006601534
0,220093826;0,495002596;0,331599925
0,663897604;-1,094883934;-0,687546845
-3,156792695;1,031354934;-0,932344546
1,47561798;-0,824718557;0,215694377
0,797804879;1,473608816;-0,953928315
-0,659612469;-0,939517854;-0,014495341
-0,90231893;-0,522251201;-0,354583488
0,073409653;1,216846685;-0,438158332
-0,503381497;-1,503326566;-0,776252516
0,486007682;-0,538127474;1,19186701
0,314253089;-0,43904;-0,609552471
0,369404349;-1,610053663;0,115232026
0,561723675;0,415527522;-1,342341847
0,369646678;0,276495122;-0,855783148
1,30061521;1,091472395;-1,006837328
0,145315848;-0,231983984;1,167905249
1,005885341;-1,460276423;0,616448301
